popden,hospitals,entertainment,monuments,schools,rent,lat,lon,metro
24642,3,0,0,1,"16,000",17.358723999809584,78.38578159096087,yes
19674,1,3,0,0,"11,000",17.50140961911663,78.21214318885963,yes
22067,3,1,0,1,"22,000",17.342570588457555,78.64167257964213,yes
19674,3,0,0,1,"11,000",17.241682763553957,78.63477252328698,yes
22067,4,1,0,1,"30,000",17.33036482787418,78.58061233193087,yes
24642,3,0,0,1,"22,000",17.56651743145821,78.45024447802172,yes
24642,4,0,0,0,"16,000",17.438397751699792,78.49109408726264,yes
22067,5,1,0,0,"14,000",17.57800682811624,78.51908720826185,yes
19674,1,0,1,0,"30,000",17.45014076271938,78.43982616119257,yes
24642,4,0,0,1,"30,000",17.220755769024628,78.21730198824417,yes
22067,4,1,0,0,"22,000",17.52861515000757,78.45454313409098,yes
24642,3,0,1,1,"30,000",17.285559926789023,78.34893372243613,yes
24642,5,0,0,1,"22,000",17.559150993448064,78.48806384088185,yes
19674,1,0,1,0,"14,000",17.40830645964855,78.34829358184705,yes
24642,4,0,0,0,"16,000",17.46222960089213,78.23739451852643,yes
24642,1,0,0,1,"30,000",17.490278731640124,78.42820546240462,yes
24642,4,0,0,1,"14,000",17.574276094621833,78.63721178736864,yes
19674,5,3,0,1,"30,000",17.521312371474437,78.48761980639937,yes
24642,1,0,0,0,"30,000",17.38069655934422,78.27657153440344,yes
22067,1,0,0,0,"14,000",17.4917920474317,78.61656383536118,yes
22067,5,0,0,0,"14,000",17.32545066220363,78.59793973736014,yes
11500,3,1,0,1,"14,000",17.202034389968414,78.2553990886058,yes
22067,4,0,0,0,"16,000",17.31106836983209,78.61324860066505,yes
22067,1,3,0,0,"11,000",17.31246733570125,78.30791964879914,yes
22067,1,0,0,0,"22,000",17.34432286270598,78.51071304066335,yes
24642,4,0,0,0,"30,000",17.566327654778288,78.62526360044869,yes
22067,1,0,0,0,"14,000",17.2105147589371,78.64187675934697,yes
11500,1,3,0,1,"30,000",17.506155824730758,78.58038166749455,yes
24642,1,0,0,1,"11,000",17.593779656374146,78.65078878024232,yes
19674,5,3,0,1,"16,000",17.520688868923767,78.60715535620125,yes
22067,1,1,0,1,"30,000",17.28338268998662,78.3244395390101,yes
13289,1,0,0,1,"22,000",17.556464109925,78.56731632456871,no
13289,3,3,0,0,"14,000",17.495235511688918,78.61620406770434,yes
11500,3,0,0,0,"11,000",17.53734446258935,78.62602383790608,yes
19674,3,1,0,0,"30,000",17.31504187885932,78.483754739976,yes
24642,1,1,1,1,"11,000",17.229477674422828,78.24341073172458,yes
24642,4,3,1,1,"16,000",17.39458284709321,78.68560942660562,yes
11500,1,1,0,1,"11,000",17.40525308131483,78.35489847233221,yes
11500,1,0,0,1,"16,000",17.36827766013402,78.61018145313373,no
24642,5,0,0,1,"11,000",17.319526198158293,78.22384178920065,yes
24642,1,1,0,1,"30,000",17.38901651299595,78.47907164322207,yes
13289,4,3,1,0,"30,000",17.357908249760744,78.42517730008697,yes
19674,5,0,0,0,"14,000",17.53493929014609,78.44444777832891,yes
19674,1,0,0,1,"30,000",17.39297782967992,78.6289366775304,yes
13289,3,0,0,1,"14,000",17.322002305186867,78.68241656311274,yes
24642,3,0,0,1,"16,000",17.3133869625565,78.36510356708547,yes
22067,5,3,0,1,"14,000",17.3565011647454,78.6849819273035,yes
11500,5,1,0,1,"30,000",17.48142004121254,78.33457967329339,yes
13289,4,0,0,0,"22,000",17.489995761005407,78.26577600916086,yes
19674,1,1,0,1,"11,000",17.574934304471856,78.47775627227625,yes
13289,1,1,0,1,"16,000",17.56405851656172,78.50254373294588,yes
13289,1,0,0,0,"22,000",17.499643554347223,78.66394980499072,no
13289,4,0,1,0,"11,000",17.541444877011976,78.20710144685813,yes
11500,1,0,0,1,"14,000",17.38785367704411,78.54413702584633,no
22067,1,0,0,1,"22,000",17.248465619890386,78.43266210917987,yes
11500,1,0,0,1,"11,000",17.239526920163165,78.6991996918096,no
22067,1,0,0,0,"16,000",17.512423948569392,78.65963074455583,yes
22067,4,0,0,1,"14,000",17.49550555709626,78.461513195984,yes
11500,5,0,0,0,"30,000",17.255183229857156,78.58997578197872,yes
22067,5,0,0,0,"16,000",17.45561936261446,78.61556976205286,yes
19674,3,0,0,1,"30,000",17.365299080112806,78.38540601605945,yes
19674,3,0,1,0,"16,000",17.570582904493317,78.62790707277675,yes
19674,3,3,0,1,"14,000",17.20615191592279,78.22734261884811,yes
13289,4,0,1,1,"11,000",17.204445486722456,78.40771220016191,yes
24642,5,3,0,1,"11,000",17.446857199947154,78.42322682954554,yes
13289,1,3,1,0,"30,000",17.47498724852082,78.3404288573746,yes
22067,1,0,1,1,"30,000",17.397799814939493,78.22833483589523,yes
19674,1,1,0,1,"14,000",17.589976783849146,78.51299064890229,yes
11500,4,0,1,1,"16,000",17.449924155052237,78.35882046621069,yes
19674,4,3,0,1,"30,000",17.276022565250166,78.3890992226438,yes
11500,1,0,0,1,"30,000",17.466894491365764,78.66968557759498,no
13289,1,0,1,1,"22,000",17.296431757406825,78.40423799559385,no
19674,3,0,1,1,"16,000",17.526970070125547,78.6900215924578,yes
11500,1,1,0,1,"16,000",17.241160360204606,78.55736502865211,yes
22067,4,3,0,1,"11,000",17.25051568971823,78.48352080888581,yes
22067,1,0,0,0,"14,000",17.201987633042542,78.59802384945507,yes
24642,1,0,0,1,"30,000",17.554813579101275,78.49705055401263,yes
22067,3,0,0,1,"16,000",17.27911006951264,78.46053567797009,yes
13289,4,0,1,1,"30,000",17.564930903244917,78.59125948410743,yes
11500,4,3,0,0,"16,000",17.588467082873564,78.36780038074909,yes
24642,3,3,1,1,"30,000",17.573994407747797,78.5671127177207,yes
24642,3,0,0,0,"30,000",17.509565463033255,78.66977514133193,yes
19674,5,0,0,1,"14,000",17.522815355514112,78.21356721354107,yes
19674,3,0,0,0,"14,000",17.445060013247367,78.21661056503079,yes
19674,3,0,1,0,"16,000",17.329556354589883,78.44781383164181,yes
11500,3,0,0,0,"16,000",17.270209703533606,78.56151109383346,yes
22067,3,3,1,0,"30,000",17.424978094460144,78.65688876989593,yes
24642,1,0,0,0,"14,000",17.498760205377238,78.59832718060369,yes
11500,1,0,0,1,"14,000",17.397108249417442,78.38994733561987,no
24642,5,0,0,0,"22,000",17.417216985168604,78.46616138939041,yes
13289,1,0,0,1,"14,000",17.208972321540738,78.56827319151755,no
19674,1,1,0,1,"16,000",17.388539558263368,78.48628189117511,yes
24642,3,1,0,0,"14,000",17.426995541985196,78.447549624075,yes
22067,5,3,0,0,"14,000",17.376151910652954,78.27970109502334,yes
22067,5,1,0,0,"30,000",17.342461449744373,78.49170419116405,yes
24642,3,0,0,1,"11,000",17.39514623629344,78.27276821733456,yes
11500,3,1,0,1,"16,000",17.43509846391304,78.57679358299653,yes
24642,1,3,0,0,"14,000",17.511697507959905,78.28270760688267,yes
24642,1,0,0,1,"22,000",17.49987595422892,78.5749364296994,yes
24642,1,3,1,1,"16,000",17.294707667150817,78.61331343638545,yes
19674,4,3,0,0,"30,000",17.257254311368083,78.69882515353197,yes
11500,5,1,0,0,"14,000",17.346807118844882,78.3394986092703,yes
13289,3,0,0,1,"22,000",17.516426093533912,78.45533958752529,yes
22067,3,1,0,0,"22,000",17.20648352719119,78.6212030501561,yes
24642,5,1,0,1,"30,000",17.25104597805575,78.64029941519411,yes
11500,4,3,0,1,"16,000",17.428552992164242,78.62795834360881,yes
22067,1,3,0,1,"30,000",17.551773655653317,78.34115044906612,yes
24642,4,0,0,1,"14,000",17.20506125189698,78.64503126808683,yes
24642,1,0,0,1,"14,000",17.482112252520558,78.53389361014075,yes
19674,5,3,0,1,"11,000",17.25407395525534,78.53244244308466,yes
22067,5,1,1,0,"16,000",17.441037366304982,78.5205006056764,yes
11500,5,1,0,0,"30,000",17.45796170011855,78.51756692687526,yes
22067,5,3,0,1,"14,000",17.24164673248949,78.2887284040574,yes
11500,4,3,0,1,"14,000",17.564230674818273,78.3312127135699,yes
22067,4,0,0,0,"22,000",17.485596715658396,78.22645329780485,yes
11500,5,0,0,0,"16,000",17.334540449671604,78.66604460321813,yes
24642,5,0,0,1,"16,000",17.44044779798192,78.28726841664842,yes
22067,1,1,0,1,"11,000",17.48151778006614,78.24898717125797,yes
13289,5,1,0,1,"30,000",17.572665963449754,78.69437084533054,yes
24642,3,0,0,0,"14,000",17.530904401364758,78.2027425841433,yes
22067,1,3,1,1,"22,000",17.39527145014249,78.31571558240803,yes
19674,1,0,0,0,"11,000",17.347892353414,78.68687992699873,yes
13289,1,3,0,0,"14,000",17.582550898861502,78.62070860476246,yes
11500,5,0,0,1,"30,000",17.548612040627297,78.40372289190424,yes
19674,1,0,1,1,"16,000",17.443868254198236,78.49446143673886,yes
24642,4,0,0,1,"11,000",17.242834605274897,78.47116570759745,yes
24642,1,0,0,1,"16,000",17.43722099852775,78.2209011996008,yes
13289,3,0,0,0,"30,000",17.55669176139923,78.66756436086526,yes
19674,1,0,1,1,"11,000",17.250395594066514,78.23235670051737,yes
11500,1,1,0,1,"22,000",17.489393746235912,78.68916535386239,yes
11500,1,1,0,1,"14,000",17.55943650971411,78.55312569192613,yes
11500,4,0,0,0,"30,000",17.47093520063118,78.2207469060968,yes
11500,1,3,0,1,"16,000",17.236631965933626,78.40301703338288,yes
11500,1,1,0,1,"16,000",17.352114384653014,78.54004287382635,yes
11500,1,1,0,1,"30,000",17.585991343601364,78.29642017502479,yes
24642,1,0,0,0,"11,000",17.329474525842027,78.28018333943835,yes
11500,4,0,0,1,"22,000",17.32577726764554,78.24588113920235,yes
22067,1,0,0,1,"14,000",17.468907205404626,78.56556723095925,yes
22067,1,0,0,1,"22,000",17.30765419262344,78.28877996121565,yes
11500,3,3,0,0,"14,000",17.228408330808165,78.47196860843837,yes
22067,1,1,0,0,"30,000",17.578633242434826,78.49609178068434,yes
13289,1,1,0,1,"16,000",17.509671880744826,78.59576729684055,yes
11500,3,0,0,1,"30,000",17.425904854907493,78.33688097474064,yes
19674,3,0,0,0,"22,000",17.409336808268698,78.38854921471352,yes
19674,4,0,0,1,"14,000",17.57057378566651,78.4105619105025,yes
13289,1,0,0,1,"11,000",17.404476951739188,78.54184774185593,no
19674,1,0,0,1,"22,000",17.35422774289152,78.27609289783199,yes
11500,3,0,0,1,"30,000",17.390608221818166,78.57574643228772,yes
22067,3,0,0,0,"22,000",17.32301357527328,78.66228165814844,yes
13289,4,3,0,1,"30,000",17.232138329889153,78.42176048293686,yes
24642,4,1,0,0,"22,000",17.32844918030978,78.47901205141852,yes
19674,4,0,0,0,"11,000",17.431623351042465,78.23046369934032,yes
24642,1,0,0,1,"11,000",17.261139174207166,78.5421685922565,yes
13289,3,0,0,1,"16,000",17.295278079088273,78.34830698267511,yes
24642,4,1,1,1,"22,000",17.33893583084597,78.63029774649254,yes
22067,1,0,0,0,"22,000",17.43397463221931,78.59896352690342,yes
22067,1,0,0,0,"30,000",17.314398789953362,78.59162243421082,yes
19674,3,3,0,1,"11,000",17.470804091046475,78.39488115975315,yes
22067,1,3,0,0,"14,000",17.458064142887544,78.61387118454394,yes
11500,1,3,0,1,"22,000",17.37097903073083,78.51402550926147,yes
13289,3,1,0,1,"11,000",17.385016255962285,78.53216587144162,yes
24642,1,1,0,0,"11,000",17.30516147275484,78.48099040218062,yes
22067,3,1,1,1,"16,000",17.277906792802796,78.54522091018502,yes
11500,5,0,0,1,"14,000",17.329498026426684,78.45762086742465,yes
24642,5,0,0,1,"22,000",17.33985044191462,78.64196206677872,yes
11500,4,3,0,0,"14,000",17.2722280358783,78.42794586126742,yes
24642,4,0,1,0,"14,000",17.46221776947082,78.50350944054652,yes
24642,4,1,0,1,"16,000",17.21182722334471,78.67169813644476,yes
24642,1,1,0,1,"16,000",17.28474496794561,78.48953361071749,yes
19674,1,1,0,1,"11,000",17.232924952932056,78.2817954800713,yes
11500,3,0,0,0,"11,000",17.363444455235395,78.30441868732343,yes
19674,1,3,0,0,"16,000",17.41141818456081,78.6522673718876,yes
11500,3,3,0,0,"14,000",17.554032747853444,78.4662280618615,yes
11500,1,0,0,1,"16,000",17.306138476657214,78.60542191673902,no
22067,4,1,0,1,"11,000",17.28593550154627,78.50887925459146,yes
11500,5,0,0,1,"14,000",17.201375640093698,78.21969976623141,yes
24642,3,0,0,1,"14,000",17.310046443467535,78.21283699539373,yes
22067,3,1,0,1,"16,000",17.545032871867683,78.5753955419242,yes
22067,1,1,0,0,"11,000",17.227689379192633,78.66239815559868,yes
19674,1,3,0,1,"30,000",17.32333002232314,78.21307344294321,yes
24642,3,3,0,1,"11,000",17.567356411259205,78.69510004593768,yes
13289,3,0,1,0,"14,000",17.478115024997827,78.53939098697533,yes
11500,3,1,0,0,"16,000",17.47841661055146,78.39073691711721,yes
13289,5,0,0,0,"11,000",17.59550268997982,78.41596831442672,yes
24642,1,1,0,1,"16,000",17.529075618658997,78.59666821147408,yes
22067,1,1,0,1,"30,000",17.439052920979726,78.64056252624928,yes
13289,4,0,0,1,"14,000",17.483900918754877,78.39388432054604,yes
11500,4,0,0,1,"16,000",17.245985626547302,78.3243972909393,yes
11500,3,1,0,1,"14,000",17.4412365670049,78.56657953954137,yes
19674,1,0,0,0,"11,000",17.507821338996365,78.49682591910752,yes
11500,3,0,0,1,"30,000",17.55987855938171,78.24315346993495,yes
13289,1,0,0,1,"30,000",17.306688236652597,78.69310400770236,no
24642,5,0,0,1,"16,000",17.58806146969464,78.56050562178167,yes
24642,1,3,0,1,"11,000",17.57282339447175,78.4745550844506,yes
19674,3,0,0,1,"22,000",17.272699431283833,78.37709128641922,yes
22067,1,0,0,0,"22,000",17.581574735017536,78.2732532484572,yes
19674,1,0,0,1,"30,000",17.50194717297376,78.21347540607121,yes
11500,1,0,0,1,"22,000",17.48789850268147,78.55871187589942,no
24642,5,0,0,1,"14,000",17.37947024693155,78.6601608178088,yes
11500,3,0,0,0,"14,000",17.31404212602496,78.52884523044223,yes
19674,4,0,0,1,"16,000",17.421258115750362,78.6791824272699,yes
19674,1,0,0,1,"16,000",17.53610901478778,78.50881886498941,yes
22067,1,0,1,1,"11,000",17.454900015457355,78.38031428970655,yes
19674,4,3,0,0,"22,000",17.284113787451222,78.69315237213854,yes
22067,1,0,0,1,"22,000",17.27550317902953,78.29442538088888,yes
13289,4,1,0,1,"14,000",17.382037577146512,78.46724571365216,yes
13289,5,0,0,1,"22,000",17.322294717044628,78.34083999668871,yes
22067,5,0,1,1,"22,000",17.51766161608025,78.38249092674029,yes
22067,3,1,0,1,"22,000",17.580724148275184,78.20983703584827,yes
19674,4,3,0,0,"11,000",17.225751225391893,78.32357965207763,yes
24642,3,0,0,0,"11,000",17.364177331272007,78.68747728227446,yes
24642,1,1,0,1,"30,000",17.47184754843986,78.30705833291347,yes
13289,1,0,1,0,"11,000",17.41905299616806,78.23099659726338,no
19674,5,1,1,1,"30,000",17.385739677902237,78.50412073199871,yes
13289,3,1,0,1,"22,000",17.44490091422342,78.41303164903054,yes
13289,1,3,1,0,"14,000",17.445560642604423,78.4534057805962,yes
19674,5,0,0,1,"22,000",17.53779869393518,78.35352136213884,yes
24642,3,0,0,1,"30,000",17.478343384321217,78.52477113929316,yes
13289,3,0,0,0,"30,000",17.29650616040675,78.67155116631194,yes
19674,5,0,0,0,"30,000",17.244903262006435,78.51482875481886,yes
24642,4,0,0,1,"22,000",17.51011040889,78.46820020529891,yes
22067,1,0,0,1,"30,000",17.258488056506426,78.30981376390582,yes
24642,1,3,0,1,"30,000",17.479804987897673,78.47103139468274,yes
19674,1,0,0,0,"22,000",17.543751341739377,78.45868184398662,yes
13289,4,0,0,1,"14,000",17.43061957502345,78.30403375674136,yes
22067,3,0,0,1,"11,000",17.386829802496877,78.64346349296021,yes
19674,4,0,1,0,"30,000",17.421283883042033,78.22658626810853,yes
24642,1,3,1,0,"14,000",17.57349015470872,78.33961588094895,yes
13289,1,3,0,0,"30,000",17.33117461949652,78.47045250497825,yes
24642,1,0,0,0,"22,000",17.455902487185348,78.26751506117893,yes
24642,5,0,1,0,"11,000",17.58857155088317,78.58510347689614,yes
22067,5,0,0,1,"30,000",17.531898850245838,78.52767538996548,yes
11500,1,0,0,1,"22,000",17.434916805729422,78.42862351611771,no
24642,4,3,0,1,"16,000",17.325793126314906,78.51257096453196,yes
19674,5,3,0,0,"14,000",17.28191221555922,78.29102210914179,yes
22067,4,0,0,1,"11,000",17.266682992201286,78.5204688818331,yes
24642,4,0,1,1,"30,000",17.368797170348486,78.27586171108794,yes
19674,5,0,0,1,"16,000",17.254469306183967,78.48495612856127,yes
13289,1,0,0,1,"16,000",17.52795571021438,78.42308126992111,no
11500,4,0,0,1,"22,000",17.52644432249254,78.49547753660535,yes
19674,3,0,0,0,"14,000",17.594950916076225,78.29258263773464,yes
19674,3,0,0,0,"22,000",17.457957004700155,78.56595190750245,yes
13289,1,0,0,0,"16,000",17.30466151383011,78.39073046505531,no
11500,1,0,0,0,"16,000",17.375671729020112,78.27008247536422,no
22067,4,0,0,1,"16,000",17.34727882298209,78.63016741324981,yes
13289,4,3,0,1,"22,000",17.362916429568,78.69354500340198,yes
11500,1,3,1,0,"16,000",17.45995247822705,78.26038168543008,yes
24642,3,1,0,1,"30,000",17.343186411339072,78.64580938030163,yes
22067,3,0,0,1,"16,000",17.36621239545125,78.39148875646987,yes
22067,1,1,0,1,"22,000",17.569997243364657,78.47324529190631,yes
22067,4,0,0,1,"11,000",17.49059811512662,78.29446214145209,yes
24642,1,0,0,1,"14,000",17.51913832329232,78.62314820069443,yes
11500,1,0,0,1,"22,000",17.29780218904145,78.48577940881518,no
19674,1,0,0,1,"30,000",17.48662674656201,78.21464664717878,yes
24642,1,0,1,1,"22,000",17.5401104748441,78.52701172223574,yes
24642,4,3,0,0,"11,000",17.563658521173114,78.42083930436522,yes
19674,1,0,0,0,"30,000",17.49840378617638,78.6751022752098,yes
24642,1,0,0,0,"30,000",17.331283513707245,78.28137900136336,yes
19674,5,3,0,1,"22,000",17.322709310846683,78.46418933627046,yes
22067,3,0,1,1,"16,000",17.501238933925567,78.6381603931974,yes
13289,1,3,0,0,"14,000",17.254808710448007,78.23771005976481,yes
19674,4,0,0,1,"30,000",17.526749174856892,78.48430904438591,yes
11500,5,0,0,1,"30,000",17.454950094536503,78.24884451058648,yes
24642,1,0,1,1,"22,000",17.374446358447983,78.32459536000026,yes
22067,1,0,0,1,"14,000",17.210750811650197,78.25041515096886,yes
22067,1,3,0,1,"14,000",17.41810963109698,78.57147822707867,yes
19674,3,0,0,0,"14,000",17.43317680058434,78.23640773125167,yes
11500,1,0,1,1,"16,000",17.559788843966608,78.67274053636356,no
13289,3,1,0,1,"22,000",17.5717546015792,78.64194545328782,yes
24642,5,1,1,1,"16,000",17.34030952430547,78.47295896779544,yes
13289,1,0,0,1,"30,000",17.369177429782944,78.5716167493306,no
13289,1,0,0,1,"22,000",17.575264329720763,78.28151763684914,no
11500,5,3,0,1,"22,000",17.529720333324224,78.31050251976963,yes
13289,1,0,0,0,"11,000",17.272069543228366,78.38375743056248,no
13289,3,0,0,1,"30,000",17.438433619051075,78.22828357986103,yes
13289,1,0,0,1,"11,000",17.37652153766459,78.5183603677276,no
13289,3,3,0,1,"14,000",17.39195887150689,78.56103536422093,yes
11500,1,3,0,1,"30,000",17.31770840279546,78.41740090983122,yes
19674,1,0,0,0,"22,000",17.451839058442996,78.5689700622936,yes
24642,5,3,0,1,"11,000",17.205113724120217,78.22954911960103,yes
22067,4,3,0,0,"22,000",17.30122563082365,78.60700245153913,yes
11500,3,3,0,0,"11,000",17.356040519465477,78.4898301873246,yes
11500,4,0,0,1,"16,000",17.331050394332912,78.28962758552491,yes
24642,4,1,0,1,"22,000",17.317394123056104,78.4491276386576,yes
24642,3,1,0,1,"14,000",17.377881530388304,78.67814156886813,yes
22067,4,3,0,0,"14,000",17.284043296313296,78.34464800523008,yes
22067,1,0,1,0,"30,000",17.393593527306702,78.44550673054195,yes
13289,5,3,1,0,"16,000",17.33939824706151,78.44192954463841,yes
19674,3,1,1,1,"22,000",17.598621133678854,78.50643743121698,yes
24642,1,1,0,1,"22,000",17.411012587084727,78.5534527144568,yes
19674,3,0,0,1,"30,000",17.25674798822101,78.48350799784916,yes
24642,5,3,0,0,"11,000",17.48999930167415,78.31207063346865,yes
24642,1,0,0,0,"22,000",17.316535760850158,78.65132612746915,yes
22067,1,3,0,0,"11,000",17.488031079906616,78.65265306986308,yes
13289,1,0,0,0,"22,000",17.51144676292629,78.37729637698784,no
24642,3,1,0,1,"22,000",17.314297491684584,78.4288364387735,yes
13289,3,0,1,0,"22,000",17.51924991620956,78.32361862815962,yes
19674,1,0,0,1,"22,000",17.267592946533114,78.26304783599117,yes
19674,1,3,0,1,"11,000",17.214931072963324,78.20246242856466,yes
11500,4,1,0,1,"11,000",17.560023890834053,78.58865584999972,yes
11500,5,1,0,0,"22,000",17.33289074507289,78.69028641260365,yes
22067,1,0,1,1,"22,000",17.23940085235108,78.35840659100731,yes
24642,4,1,0,1,"22,000",17.355579149517574,78.50824230010554,yes
24642,5,0,0,1,"22,000",17.417745216285827,78.28073629561209,yes
24642,4,0,1,0,"11,000",17.29520660698325,78.42325482709877,yes
22067,1,0,0,1,"11,000",17.29859397815873,78.59966214587845,yes
13289,1,0,0,0,"16,000",17.42550991660032,78.68266732950224,no
19674,5,3,0,1,"11,000",17.415361778391908,78.68756759806017,yes
13289,1,1,0,1,"30,000",17.468960425405506,78.60461367682052,yes
13289,3,0,0,1,"22,000",17.388425771367324,78.43596398300166,yes
11500,4,3,0,0,"22,000",17.253293234370975,78.3937326695502,yes
13289,1,0,0,1,"11,000",17.486814573745594,78.49231756484184,no
13289,4,0,0,1,"16,000",17.409256345359914,78.65267753984327,yes
11500,5,3,0,1,"16,000",17.27263695920055,78.27741748662007,yes
24642,3,0,0,0,"11,000",17.512753779138848,78.4164181542115,yes
11500,4,3,0,0,"30,000",17.34167346586237,78.62768291518337,yes
22067,5,0,1,1,"11,000",17.55459488935165,78.36283862988985,yes
22067,3,0,0,0,"30,000",17.273801365434874,78.46496673589935,yes
24642,5,3,0,1,"30,000",17.588864291016716,78.45287648560006,yes
13289,3,3,0,1,"16,000",17.319216675848043,78.6435432423233,yes
22067,5,0,0,0,"11,000",17.36218762316974,78.45696872985592,yes
13289,3,0,0,1,"30,000",17.428682991244703,78.64416352599099,yes
13289,1,0,0,1,"14,000",17.403049550825017,78.61132764287153,no
11500,1,1,0,1,"14,000",17.483391584356973,78.28734666613141,yes
11500,4,0,0,1,"11,000",17.373151630077807,78.66600403651974,yes
24642,5,0,1,0,"30,000",17.5237013709409,78.47235228919416,yes
19674,1,0,0,0,"14,000",17.40983433618285,78.33807867313804,yes
22067,1,0,0,1,"11,000",17.24067795681557,78.4155022554488,yes
11500,1,0,0,1,"22,000",17.314946793027715,78.46832445230477,no
19674,1,1,0,1,"14,000",17.2822414478905,78.34734486695129,yes
13289,5,3,0,1,"16,000",17.339217002837092,78.2392642311344,yes
24642,4,0,0,0,"11,000",17.335525201040117,78.27360023046234,yes
22067,1,1,0,0,"11,000",17.34080261251744,78.38887763343725,yes
19674,5,0,1,1,"22,000",17.27007726314774,78.30299103001495,yes
13289,4,0,1,0,"30,000",17.547134836413036,78.39859357710849,yes
11500,5,0,0,1,"14,000",17.527483516790937,78.3077254929764,yes
13289,4,3,0,0,"30,000",17.448378827545497,78.6483707126426,yes
13289,1,0,0,1,"11,000",17.52957241628289,78.66636775280402,no
11500,5,0,0,0,"30,000",17.20150792623441,78.59079940805351,yes
22067,4,0,0,1,"30,000",17.39789894358862,78.4241258199207,yes
11500,1,0,1,1,"22,000",17.402444186403905,78.59595975011275,no
13289,5,0,0,1,"30,000",17.336504873926614,78.69274385468613,yes
11500,3,0,0,1,"22,000",17.427393970039116,78.36057449618315,yes
11500,1,1,1,1,"22,000",17.557406893010313,78.60785576640048,yes
19674,1,0,0,1,"16,000",17.290637511984112,78.20900208775326,yes
19674,1,0,1,0,"14,000",17.381306974980813,78.46661441801454,yes
11500,1,0,1,0,"14,000",17.52996090888499,78.4257330555383,no
24642,1,1,0,1,"14,000",17.34414630519655,78.60044059978314,yes
11500,1,0,0,0,"14,000",17.381597108091228,78.40008201137792,no
11500,5,1,0,1,"14,000",17.55824235474283,78.22491236777287,yes
19674,1,0,0,1,"22,000",17.285801395752635,78.43590603422398,yes
13289,3,0,0,1,"11,000",17.544422516978333,78.28851411646528,yes
